item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	optional-payment-type-exclusion	status	maximum-retail-price
CRAFTIAL CURVE AAA Bubble Cube Candle Spherical Silicone Mould 3D Diamond Square Rectangular Soap Resin Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1102YCL6LTM	RJ-HR47-GA31	699	1	2021-11-02 15:57:22 IST		y	1			11				B09KV77XD8						B09KV77XD8			0	DEFAULT		Active	1500.0
AAS Lord bal Hanuman Maruti bajrangi Temple god Idol Sculpture Silicone Mold Reusable Washable Mould	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0428ZMQNAKY	RK-G4ZR-4E5T	489	1	2022-04-28 17:35:33 IST		y	1			11				B09Z2ZF5RN						B09Z2ZF5RN			0	DEFAULT		Active	700.0
ADL Matsya Avatar Hindu god Fish Avatar of The Hindu god Silicone Mold.Vishnu.Sudarshana Chakra, Kaumodaki Matsya Jayanti. Matsya First Avatar in Dashavatara. Chennakesava Temple god Silicone Mould	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0914Z1JTN9O	RK-WPHT-UXMC	749	2	2022-09-14 15:09:01 IST		y	1			11				B0BFB5GFHT						B0BFB5GFHT			0	DEFAULT		Active	1200.0
AIZ HeartPairCandle Silicone Mould	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of vaseline or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Cratial curve LLP, India. Made in India	0223YA9IYD1	RR-OK82-XFNI	549	2	2021-02-23 18:23:28 IST		y	1			11				B08SM9QS27						B08SM9QS27			0	DEFAULT		Active	700.0
AJQ 3D Superman Silicone Fondant Mold Cupcake Chocolate Candy Cake Decorating Mould		1111YTFNCCS	RT-T65D-K7J5	157	2	2021-11-11 15:24:30 IST		y	1			11				B08SC19435						B08SC19435			0	DEFAULT		Active	300.0
AFL Triple Tea Light, Holder, Candle Mold, for Candle, Round Cement Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0629ZVC2SRW	RW-42PF-NOBL	809	1	2022-06-29 19:44:34 IST		y	1			11				B0B5F83PRS						B0B5F83PRS			0	DEFAULT		Active	1500.0
ADJ Laughing Buddha Soap -Chocolate Candle -Silicone Soap Mould- Resin Mold- DIY Car Dashboard showpiece	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1102Z9VURFL	S1-WJEH-GL6Q	645	2	2022-11-02 18:36:31 IST		y	1			11				B0BL7ZKWDT						B0BL7ZKWDT			0	DEFAULT		Active	1200.0
ACX Silicone Christmas Pine Tree Candle Molds Soap Molds Baking Molds Moulds for DIY Christmas Candle Making Soap Making Baking	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Cratial curve LLP, India. Made in India	1126Z0X6ND8	S2-CPFF-00IF	599	2	2022-11-26 17:51:08 IST		y	1			11				B0BNF1ZY7Z						B0BNF1ZY7Z			0	DEFAULT		Active	1000.0
CRAFTIAL CURVE AHL Round Bubble tealight Candle Silicone Mold DIY Resin Cement Candle Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1027Y2J2FN0	S5-PSBF-UUA7	1650	2	2021-10-27 18:00:07 IST		y	1			11				B09KHBMZ81						B09KHBMZ81			0	DEFAULT		Active	3000.0
Tree Leaf Shape Silicone Soap Mold Flower Pattern Emboss Soap Making Tools DIY Handmade Cake Chocolate Candy Baking Mould	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1102YCGO206	SA-K33B-LUTS	430	1	2021-11-02 13:49:18 IST		y	1			11				B09KTXTCN2						B09KTXTCN2			0	DEFAULT		Active	800.0
ALD Leaf Border Frame Silicone Mold DIY soap Cement Resin Flexible and Reusable Silicone Mould	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0720YPYR6OA	SB-JFHW-H1OB	184	2	2021-07-20 15:04:14 IST		y	1			11				B099WVK68G						B099WVK68G			0	DEFAULT		Active	400.0
ALR Bone Dog Paw Silicone Mold Cake Decorating Tools Cookie Cutter Pastry Accessory Kitchen Accessoriess		1109YPAB0E0	SG-F229-0ZBX	280	3	2021-11-09 18:24:50 IST		y	1			11				B08SM6WD38						B08SM6WD38			0	DEFAULT		Active	500.0
ACG 3D Dog Silicone Soap Mold Cute Puppy Candle Mold Realistic Dog DIY Candle Resin Cement Clay Art soap Making	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Cratial curve LLP, India. Made in India	0425ZG3NO7V	SV-CCVU-179F	910	2	2022-04-25 18:58:11 IST		y	1			11				B09YRYPHHS						B09YRYPHHS			0	DEFAULT		Active	1500.0
AEE Lovers 3D Silicone Mold, Candle Mould, Love, Heart, Resin, kiss, Hug, Man, Woman, Romantic Love, Wedding soap Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1124ZVJ8UND	SX-3321-2U4L	275	1	2022-11-24 15:29:21 IST		y	1			11				B0BN8FK4CJ						B0BN8FK4CJ			0	DEFAULT		Active	500.0
ACQ Sherawali MATA Hindu God Temple Navratri Worship of The Goddess Shakti Silicone Mold sarvarrtha saadhik Naaraayani Devi Gauri ma Silicone Mould	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0913ZZM1M4D	T5-EMJQ-XSYA	520	2	2022-09-13 19:23:37 IST		y	1			11				B0BF5WXCCQ						B0BF5WXCCQ			0	DEFAULT		Active	800.0
ADC Lord Radha Krishna On Swing Temple God Mould Janmashtami Special Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Cratial curve LLP, India. Made in India	0820Z88ODVE	T8-5XGT-Y1YF	550	1	2022-08-20 17:38:38 IST		y	1			11				B0BBB6HGW1						B0BBB6HGW1			0	DEFAULT		Active	800.0
AAU Valentine Day Heart Love Holding Hands Engagement Proposal Wax soap Candle Silicone Mold Reusable Washable Mould	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0401ZB8XHCD	T8-I5CC-0ICD	498	2	2022-04-01 19:29:54 IST		y	1			11				B09X1WX913						B09X1WX913			0	DEFAULT		Active	800.0
AJK Mask Silicone Mold Fondant Molds Cake Decorating Tools Mask Gumpaste Mould Polymer Clay Resin Molds		1108YN705X6	TJ-ZEA8-3GWF	135	2	2021-11-08 19:13:38 IST		y	1			11				B07YDLMWZ4						B07YDLMWZ4			0	DEFAULT		Active	300.0
AGX Star Shape tealight Silicone Candle Mold DIY Resin Cement Candle Silicone Mold Flexible and Reusable Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1027Y2PACBQ	TQ-K6A8-V9JG	750	1	2021-10-27 19:21:43 IST		y	1			11				B09KHG3PBH						B09KHG3PBH			0	DEFAULT		Active	1000.0
AEO sugarcraft Angel Baby Border Silicone Molds Cupcake Topper Fondant Mold Cake Decorating Tools Chocolate Gumpaste Moulds		0628ZSF1F8Q	TS-TIKE-TOP5	299	2	2022-06-28 19:31:40 IST		y	1			11				B0B52322DF						B0B52322DF			0	DEFAULT		Active	400.0
AGW Square tealight Silicone Mold DIY Resin Cement Candle Silicone Mold Flexible and Reusable Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1027Y2ONTI6	U4-QJMM-7FUH	649	1	2021-10-27 18:44:52 IST		y	1			11				B09KHDJTCV						B09KHDJTCV			0	DEFAULT		Active	1000.0
AMU Suck Toes Baby Cooking Tools Fondant DIY Cake Silicone Moulds Chocolate Baking Decoration Candy Resin Craft		1111YTOY5M3	U7-PF2A-99P3	307	2	2021-11-11 17:45:45 IST		y	1			11				B08SC6WZHJ						B08SC6WZHJ			0	DEFAULT		Active	500.0
ABU Mulberry Raspberry Silicone Mold Fondant Mould Cake Decorating Tools Chocolate Gumpaste Mold Sugarcraft Kitchen Accessories	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Cratial curve LLP, India. Made in India	0725ZEQS2IK	UF-Y42A-TZOM	139	1	2022-07-25 15:57:32 IST		y	1			11				B0B7JPP2TN						B0B7JPP2TN			0	DEFAULT		Active	200.0
Photo Frame Silicone Cake Baking Mold Sugarcraft Chocolate Cupcake Resin Tools Fondant Decorating Tools	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0316ZCQORXW	UI-JW3C-OYJE	299	1	2022-03-16 14:01:50 IST		y	1			11				B09VPDBZ93						B09VPDBZ93			0	DEFAULT		Active	500.0
RETAIL SUPPLIES ALV Khanda Silicon Mould Flexible and Reusable Mould		1110YR1BF7M	UL-WHUO-SHGS	249	1	2021-11-10 14:19:10 IST		y	1			11				B08PFSM7LQ						B08PFSM7LQ			0	DEFAULT		Active	500.0
AIC face Candle, face Candle Mold, Abstract face Mold, Handmade soap Mold, Handmade Candle, DIY Resin Cement Wax soap Silicone Mold, hot Sale Candle	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0427ZKH9GTY	UU-V35F-HLND	189	1	2022-04-27 18:44:39 IST		y	1			11				B09YYTWLYZ						B09YYTWLYZ			0	DEFAULT		Active	400.0
AMH 1 pcs Christmas Bells Cake Molds Silicone Fondant Molds Cake Decoration Tools Christmas Kitchen Baking	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Cratial curve LLP, India. Made in India	0504YE6A05Q	UY-E1R4-53HO	229	2	2021-05-04 14:15:32 IST		y	1			11				B0943QF3V4						B0943QF3V4			0	DEFAULT		Active	600.0
AOU Leaves Shaped 3D Reverse Sugar Molding Fondant Cake Silicone Mold Polymer Clay Molds Decoration Tools Weight: 35g Material: Silicone		1109YPA0RNS	UZ-12H9-Q7FP	195	3	2021-11-09 18:22:53 IST		y	1			11				B08RP64YBP						B08RP64YBP			0	DEFAULT		Active	500.0
ALN Flower Bud Pattern Silicone Mold DIY Chocolate soap Resin Cement Flexible and Reusable Silicone Mould	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0720YQ3264D	V3-BHMR-KOV9	129	3	2021-07-20 17:07:32 IST		y	1			11				B099X14BV4						B099X14BV4			0	DEFAULT		Active	400.0
ADH Concrete Candlestick Mold Cement Candle Insert Multifunctional Molds Candle Holder 2 Holes Candle Holder Molds	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0830ZYH63M7	V7-HYB1-TARE	675	1	2022-08-30 16:16:54 IST		y	1			11				B0BCGD5MGN						B0BCGD5MGN			0	DEFAULT		Active	1000.0
ACE Indian Traditional 3D Engraved Welcoming with Flower Frame Pattern Silicone Mold DIY Resin Cement Clay Wax Art and Craft Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0427ZJZNEEP	VD-R3O3-GS2L	345	1	2022-04-27 15:36:03 IST		y	1			11				B09YYKCVW7						B09YYKCVW7			0	DEFAULT		Active	600.0
AGR Round Storage Container Silicone Mold/Mould with Lid/Jewelry Earrings Organizer Box Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0429ZOWL5VJ	VE-CR5A-796V	600	2	2022-04-29 17:41:52 IST		y	1			11				B09Z6XP94V						B09Z6XP94V			0	DEFAULT		Active	1000.0
AIW IndoSilico Leaf Impression Mold, Silicone DIY Art Mould Multipurpose Wax,Candle, Clay, Resin, Sugar, Cement Craft Project		1111YTE1OAR	VK-IAN1-ME9O	185	3	2021-11-11 15:32:53 IST		y	1			11				B07LC3M6CS						B07LC3M6CS			0	DEFAULT		Active	300.0
AHZ Tea Cup Flower Flowers Mold Butterfly Mother's Day Vintage Antique Fondant Chocolate Clay Mould	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0102AKJ1PDJ	VN-NRU2-MXPL	249	1	2023-01-02 19:09:27 IST		y	1			11				B0BRJPQ6ZN						B0BRJPQ6ZN			0	DEFAULT		Active	500.0
ACW Hinduism God Radha Krishna Vrindavan — Shri Radha Madan Mohan Temple Bhandirvan - Shri Radha Krishna Vivah Sthali GOD Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1022ZIEF2LV	VP-4A3Y-CO80	499	2	2022-10-22 13:19:59 IST		y	1			11				B0BK4HWF3V						B0BK4HWF3V			0	DEFAULT		Active	700.0
AKY 1Pcs Bicycle Shaped Silicone Mold,Bike Sugarcraft Cake Decorating Tools,Fondant Chocolate Mold		1108YN9Q0Y3	VW-8MNR-JQSE	185	3	2021-11-08 19:02:52 IST		y	1			11				B08F2NZFCC						B08F2NZFCC			0	DEFAULT		Active	300.0
AKP Lord Ganesha Silicon Mold for Making Ganesha by rasin and chocalte and Cement People can use of it for Worship etc		1105YJ49TIX	VX-2ORF-ACUX	1650	1	2021-11-05 17:30:05 IST		y	1			11				B082B672YY						B082B672YY			0	DEFAULT		Active	2500.0
ADX Snowflake Mold Christmas Snowflake Silicone Mold Mould Resin Clay Fondant Wax Soap Charms Flexible Molds	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1105ZH1X193	WD-NZ2X-AE5S	130	2	2022-11-05 19:38:38 IST		y	1			11				B0BLKLWRCS						B0BLKLWRCS			0	DEFAULT		Active	300.0
ALC Silicone IndoSilico Baby Angel Mold (Pink)	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of Vaseline or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1112YVEX6IV	WM-XXNA-54LJ	170	3	2021-11-12 13:08:23 IST		y	1			11				B08SBPT2WT						B08SBPT2WT			0	DEFAULT		Active	300.0
AHM Castle Brick Wall Texture, Silicone Cake Molds, Cake Edge, Cupcake, Fondant, Cake Decorating Tools, Rubber Paste Chocolate Silicone Molds	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1124ZW90YQT	WN-WFTI-Y416	149	2	2022-11-24 19:29:47 IST		y	1			11				B0BN8V8ZRN						B0BN8V8ZRN			0	DEFAULT		Active	300.0
AJM Candy Mould 1PC Peach Blossom Shape Fondant Molds Cake Decorating Tools Chocolate Mold		1111YTXVCU6	WO-EQUL-W5O6	200	4	2021-11-11 19:19:31 IST		y	1			11				B0829QTCM9						B0829QTCM9			0	DEFAULT		Active	300.0
IndoSilico Set of 3 pcs Baby Angel Cake Fondant Decoration kit molds Reusable Silicone Mould for Chocolate, Cakes, Clay, Sugar		1105YIXM0Z8	WR-EJ0Z-H0PV	525	2	2021-11-05 16:39:21 IST		y	1			11				B07M5PQBQV						B07M5PQBQV			0	DEFAULT		Active	1500.0
AKO Baby Angel Heart Mold, Silicone DIY Art Mould Multipurpose Clay, Resin, Sugar, Cement Craft Project		1110YR434H0	WT-I14D-X5MP	159	1	2021-11-10 14:17:43 IST		y	1			11				B07LC2FYX7						B07LC2FYX7			0	DEFAULT		Active	500.0
guru Nanak dev ji Silicone Mold Founder of Sikhism Guru Granth Sahib Bābā Nānak First of The Ten Sikh Gurus (ੴ, 'one God') Silicone Mold Home Decoration car Dashboard Silicone MOL	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1021ZGBQ5AM	WW-RDOP-WZPU	498	1	2022-10-21 14:32:30 IST		y	1			11				B0BK11QLB8						B0BK11QLB8			0	DEFAULT		Active	800.0
RETAIL SUPPLIES Snow Flake Decoration ice Silicone Mould Winter Design Resin Clay Polymer Mold		1111YTR5YJ5	X3-PEZP-3667	225	4	2021-11-11 18:58:29 IST		y	1			11				B08HLBHVYS						B08HLBHVYS			0	DEFAULT		Active	400.0
ANQ Silicone Mold Three Fairies Crafts Decorating Cake Candy Fondant Silicone Molds for Cake Decorations		1111YTF1OSR	X6-IOE5-ZV0P	475	3	2021-11-11 15:17:33 IST		y	1			11				B08SHV3VTS						B08SHV3VTS			0	DEFAULT		Active	800.0
RETAIL SUPPLIES Silicone Dancing Boy and Girl Valentine Couple Fondant Cake Decorating Mould		1105YJ42NDZ	XC-BVXN-D4ZP	195	4	2021-11-05 18:29:50 IST		y	1			11				B08P5R39Q4						B08P5R39Q4			0	DEFAULT		Active	300.0
ALZ Silicone Mould, 3x4x0.5in - Vintage Watch		1111YTR6W56	XD-844E-V2WP	199	3	2021-11-11 19:07:20 IST		y	1			11				B08SM4T3ZG						B08SM4T3ZG			0	DEFAULT		Active	450.0
ALX Scroll Pattern Silicone Mold DIY Chocolate soap Resin Cement Frame Flexible and Reusable Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0720YQ41AUN	XL-XTTP-H8RA	136	2	2021-07-20 16:43:10 IST		y	1			11				B099WZGHJ6						B099WZGHJ6			0	DEFAULT		Active	400.0
AFN Waffle Biscuits Silicone Cake Mold for Baking Chocolate Fondant Jelly Candy Cake Decoration Tools Resin Art Moulds	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Cratial curve LLP, India. Made in India	0723ZB6JT3X	XQ-5NDJ-9IE7	128	2	2022-07-23 15:03:54 IST		y	1			11				B0B7DW9756						B0B7DW9756			0	DEFAULT		Active	250.0
APJ Showcase Insects Silicone Cake Decorating Mould for Fondant Cake Decoration, Cupcake Topper, Polymer Clay, Crafting, Resin Epoxy, Jewellery Making, Include Butterflies Dragonflies Bee Ladybug		1105YJ4DNFO	XS-UV3X-91O1	380	3	2021-11-05 18:24:58 IST		y	1			11				B08SBSHS75						B08SBSHS75			0	DEFAULT		Active	500.0
AHA 4-Heart Candle Mould,Heart Mold,Candle Mold,Handmade Soap Mold DIY Resin Plaster Cement Candle Silicone Mold Flexible and Reusable Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1030Y8HKEKU	Y0-A5E0-O1T1	799	2	2021-10-30 19:19:35 IST		y	1			11				B09KPZF98T						B09KPZF98T			0	DEFAULT		Active	1500.0
RETAIL SUPPLIES AJV Double Royal Crown Silicone Mould		1110YR5KZ95	Y9-G4W2-JHGZ	158	2	2021-11-10 14:11:45 IST		y	1			11				B08SBJBY49						B08SBJBY49			0	DEFAULT		Active	400.0
AEF Shrine of Living Buddha National Key Buddhist Temples in Han Chinese Area, Buddhist Temples on Mount Jiuhua, 19th-Century Buddhist Temples Buddha Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1213Z7TUY7P	YB-HEJI-WTW5	249	2	2022-12-13 15:45:22 IST		y	1			11				B0BPYB5S64						B0BPYB5S64			0	DEFAULT		Active	500.0
AMJ Swastika Hindu Symbol Silicon Mold (satiya)		1109YPB35C1	YC-2SDX-J8JY	375	1	2021-11-09 18:20:31 IST		y	1			11				B08PFZY7ZQ						B08PFZY7ZQ			0	DEFAULT		Active	600.0
Acc Jesus on The Cross Mold | Decorative Cross Flexible Mould Jesus famly | Epoxy Resin Art Supplies	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0630ZXO3YU7	YK-O1JM-XTQA	199	1	2022-06-30 17:11:28 IST		y	1			11				B0B5HBTPBS						B0B5HBTPBS			0	DEFAULT		Active	400.0
APV Dancing Women apsara Temple Home Decorative Statue Silicone Mold. Clay Wax Resin Art and Craft Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0427ZJRZ5H0	YN-9T0N-5NTY	199	1	2022-04-27 13:49:40 IST		y	1			11				B09YY4NNR2						B09YY4NNR2			0	DEFAULT		Active	300.0
ANT Man Woman Baby face Mould Doll Making Silicone Mold Clay Art Craft		1108YN5AMRU	YT-RB0F-EDJ8	498	3	2021-11-08 19:10:33 IST		y	1			11				B08D72JW3S						B08D72JW3S			0	DEFAULT		Active	750.0
AIK loin Pair Door Home Decoration Pattern Tool Silicone Mold DIY Resin Cement Chocolate Flexible and Reusable Silicone Mould	loin pair door home decoration pattern tool silicone mold DIY resin cement chocolate flexible and reusable silicone mould clour: grey	0720YQ4R8G8	YV-UG38-GEF8	350	1	2021-07-20 16:57:13 IST		y	1			11				B099X278FK						B099X278FK			0	DEFAULT		Active	700.0
