item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	optional-payment-type-exclusion	status	maximum-retail-price
AMD Seashell Silicone Mould for DIY Resin, Clay, Fondant Cake and Craft		1111YTOWGBN	DO-XR2A-YA8J	184	2	2021-11-11 17:42:12 IST		y	1			11				B08SBJ71S4						B08SBJ71S4			0	DEFAULT		Active	500.0
ANL IndoSilico Heart Shaped soap Mold, Silicone DIY Art Mould Multipurpose Clay, Resin, Sugar, Cement Craft Project		1105YJ1UP0G	DP-3WLT-D7QM	365	3	2021-11-05 17:34:16 IST		y	1			11				B07M5P438J						B07M5P438J			0	DEFAULT		Active	600.0
AEO sugarcraft Angel Baby Border Silicone Molds Cupcake Topper Fondant Mold Cake Decorating Tools Chocolate Gumpaste Moulds	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0624ZKTACP4	DV-B0HL-YLVM	299	3	2022-06-24 19:13:42 IST		y	1			11				B0B52322DF						B0B52322DF			0	DEFAULT		Active	400.0
RETAIL SUPPLIES AMO 3D Rose Cake Mold Chocolate Hand Made Craft soap Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of vaseline or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Cratial curve LLP, India. Made in India	0223YA81QPN	E6-GBNM-YGQA	220	1	2021-02-23 18:17:01 IST		y	1			11				B08RP35SS4						B08RP35SS4			0	DEFAULT		Active	600.0
Sugar Craft Border European Relief Silicone Mold Fondant Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Cratial curve LLP, India. Made in India	0504YELFDBS	E7-HOVA-V31B	149	1	2021-05-04 16:28:04 IST		y	1			11				B09441W4N4						B09441W4N4			0	DEFAULT		Active	500.0
AAK Silicone Mold Love Teddy Bear Mould DIY Resin soap Making Candle Cement Art Decoration Craft	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of vaseline or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Cratial curve LLP, India. Made in India	0223YA87FBN	E7-IGTN-BK55	519	1	2021-02-23 18:11:55 IST		y	1			11				B08X3WR7LK						B08X3WR7LK			0	DEFAULT		Active	900.0
ADZ Christmas Santa Claus Sleigh Deer Shape, Lace Cake Decorating Tools, 3D Silicone Mold for Fondant, Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1105ZH5RF1W	ER-5KLO-4YFR	130	2	2022-11-05 20:03:38 IST		y	1			11				B0BLKK12HV						B0BLKK12HV			0	DEFAULT		Active	300.0
CRAFTIAL CURVE AEL Embossed Liquid State Cake Baking Pan, Sugar Lace Pattern, Retro Decorative Flower Leaf Silicone Baking Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0712ZMIDYA9	EW-D948-AFFA	199	2	2022-07-12 18:45:30 IST		y	1			11				B0B6CQ6136						B0B6CQ6136			0	DEFAULT		Active	300.0
AKE Mini Bulldog Silicone Mold for Cake Decoration Small Dogs Theme Candle Mould Plaster Cement Polymer Clay Animal Form		1109YOZKPWL	EX-5FYZ-7JCY	190	3	2021-11-09 16:15:57 IST		y	1			11				B07S1WSL1X						B07S1WSL1X			0	DEFAULT		Active	400.0
Mickey Mouse 3D Silicone Mold DIY Resin Cement Chocolate Flexible and Reusable Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0802YDMJYRA	EY-JYA5-7QVB	199	1	2021-08-02 19:44:11 IST		y	1			11				B09BNWJXCG						B09BNWJXCG			0	DEFAULT		Active	400.0
AIP Teddy Bear Silicone Mold DIY Candle Resin Clay Making Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1020YO4S3HO	FA-JMCQ-N011	449	2	2021-10-20 12:50:51 IST		y	1			11				B09JW61C55						B09JW61C55			0	DEFAULT		Active	1000.0
ACP Devanagari Goloka · Vaikuntha · Vrindavan · Barsana Symbol of Love Radha Krishna Temple Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0417ALGQV0Z	FM-NNDN-PX5H	479	2	2023-04-17 19:21:22 IST		y	1			11				B0C2QMVXSK						B0C2QMVXSK			0	DEFAULT		Active	800.0
ABO Bum Candle/Booty Candle/Female Bum Candle Hips Candle Silicone Mold Flexible and Reusable Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0429ZOOGLUA	FN-WWXO-TBCD	540	1	2022-04-29 15:26:20 IST		y	1			11				B09Z6TNBSV						B09Z6TNBSV			0	DEFAULT		Active	1000.0
AHR Jesus Silicone Mould, Christian, Religious, Easter, for Resin, Cake Toppers, Clay etc	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0630ZXQ8YL6	FP-MRPJ-T9EO	197	2	2022-06-30 16:47:02 IST		y	1			11				B0B5H8SQFV						B0B5H8SQFV			0	DEFAULT		Active	300.0
AKF Gadgets-Rabbit Giraffe Silicone MoldChocolate Animal Cat Dog Silicone Mold Scrapbooking Decoration Mold-Clay Food Safety Mould		1105YJ18UH2	FP-R6FB-8ZQJ	169	2	2021-11-05 17:42:03 IST		y	1			11				B084G69T2F						B084G69T2F			0	DEFAULT		Active	300.0
AFI Egg Candle Silicone Mold-Egg Candle Making -Oval - Shaped Plaster -DIY Candle Mould-Home Decor	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0701Z0N02TX	FV-JX12-YYWS	445	1	2022-07-01 19:34:40 IST		y	1			11				B0B5LY2RLT						B0B5LY2RLT			0	DEFAULT		Active	700.0
ABC Twisted Spiral Silicone Candle Mold Flexible and Reusable Home Office Decoration Candle Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0428ZMSSU2R	FV-SG18-06SR	950	1	2022-04-28 18:35:19 IST		y	1			11				B09Z326TXN						B09Z326TXN			0	DEFAULT		Active	1200.0
AFB Victoria Holding Flowers Silicone Fondant Mold for Baking Candy Clay Chocolate Baking Molds DIY Cupcake Cake Decorating Tools	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0621ZDCN6M0	GD-VROF-7KHC	99	2	2022-06-21 18:31:26 IST		y	1			11				B0B4PB459J						B0B4PB459J			0	DEFAULT		Active	200.0
ADP Twisted Candles/Twist Wedding Spiral Colourful Tablescape Dinner Candles/Gifted (21 cm New Shape Candle Silicone Mold)	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1118ZFNWOWO	GL-FV9F-E9NW	899	1	2022-11-18 14:03:13 IST		y	1			11				B0BMVDJDCF						B0BMVDJDCF			0	DEFAULT		Active	1500.0
AHB Silicone Cake Decorating Mold, Christmas Ginger Home Kitchen Utensils, Fondant, Chocolate, Gum Paste, Sugar Crafts Silicone Mould	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0102AKKALSI	GS-MZ24-BY51	999	1	2023-01-02 18:55:43 IST		y	1			11				B0BRJPG5L2						B0BRJPG5L2			0	DEFAULT		Active	1500.0
AJO Mini Bat Silicone Mold Halloween Epoxy Resin Mold		1110YQWZCLU	GY-Y6Y5-HYU6	148	2	2021-11-10 12:35:52 IST		y	1			11				B08RZ32YNT						B08RZ32YNT			0	DEFAULT		Active	300.0
AIM Deer Head Pattern Silicone Mold DIY soap Resin Cement Frame Flexible and Reusable Silicone Mould	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0720YPWH3L2	GZ-9US1-8A4O	358	2	2021-07-20 14:57:37 IST		y	1			11				B099WVGDZW						B099WVGDZW			0	DEFAULT		Active	700.0
AGA 3D ICE Cream Silicone Mould for Cake Toppers, Chocolate, Clay ETC	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Cratial curve LLP, India. Made in India	0508YMWDCQE	H1-IZSH-7FAB	349	1	2021-05-08 13:36:13 IST		y	1			11				B094FRSD4G						B094FRSD4G			0	DEFAULT		Active	800.0
AGT Tirupati Balaji Tirumala venkateshwara god Vishnu Bhagwan Venkat bas Relief Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0129Z73IA1D	H4-FT59-1HLQ	599	1	2022-01-29 18:59:17 IST		y	1			11				B09RHCM3K2						B09RHCM3K2			0	DEFAULT		Active	1000.0
ALQ Maple Leaf Silicone Cupcake Baking Mold Christmas Fondant Cake Decorating Tools Gumpaste Chocolate Candy Clay Mould		1111YT48NSM	H8-H838-BF5X	158	4	2021-11-11 12:45:26 IST		y	1			11				B08252L8HG						B08252L8HG			0	DEFAULT		Active	300.0
ACA Naughty Child Krishna Wonderful God Temple Mould Krishna with Makhan Matki Art&Craft Clay, Resin etc Handcrafted Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0630ZXNPDRQ	HG-76JG-DY4T	198	3	2022-06-30 16:55:29 IST		y	1			11				B0B5H82M1L						B0B5H82M1L			0	DEFAULT		Active	300.0
AIR Tilted Heart Mould Candle soap Figurine Silicone Mold		1111YTTSZTQ	HK-KEXD-EOI6	549	1	2021-11-11 19:04:49 IST		y	1			11				B08KFP28HH						B08KFP28HH			0	DEFAULT		Active	800.0
RETAIL SUPPLIES AKH Newest!Baby Face Silicone Mold Chocolate Polymer Clay Craft Molds Handmade Craft Dolls Face Mold Sugar Craft Mould Baking Tools		1105YJ0KS80	HQ-8TDF-SA9P	180	2	2021-11-05 17:45:08 IST		y	1			11				B082B9173F						B082B9173F			0	DEFAULT		Active	400.0
AKK Baby Hand Silicone Mold Chocolate Baking Candy Polymer Clay Molds Baby Party Cupcake Topper Fondant Cake Decorating Tool		1105YJ5NYRG	HQ-PP7F-CA5G	172	4	2021-11-05 17:23:24 IST		y	1			11				B08SQZYRQ1						B08SQZYRQ1			0	DEFAULT		Active	400.0
RETAIL SUPPLIES IndoSilico Silicone 3D Chocolate Decorating Rose Bud Baking Fondant Mould (Pink)		1105YJ0LP2R	HV-K4MG-4BD3	550	2	2021-11-05 17:22:10 IST		y	1			11				B07MNWXBD6						B07MNWXBD6			0	DEFAULT		Active	800.0
ANK IndoSilico Heart Shaped Sugar soap Mold, Silicone DIY Art Mould Multipurpose Clay, Resin, Cement Craft Decoration Project		1111YTQ8FFJ	HX-QZF0-SQZJ	305	2	2021-11-11 17:57:01 IST		y	1			11				B07LC2FYVL						B07LC2FYVL			0	DEFAULT		Active	500.0
AHT Almonds Fondant Silicone Mold dryfruit Mold Flexible and Reusable Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0218Z0EUMNQ	I0-BXV3-YSI3	245	2	2022-02-18 15:10:58 IST		y	1			11				B09SV198MS						B09SV198MS			0	DEFAULT		Active	300.0
CRAFTIAL CURVE AMZ loin Head Door Knocker Pattern Silicone Mold DIY Cement Resin Chocolate soap Frame Pattern Flexible and Reusable Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1029Y6SEFWX	I3-4M6K-AJ14	249	2	2021-10-29 17:05:17 IST		y	1			11				B09KNNBVT5						B09KNNBVT5			0	DEFAULT		Active	600.0
ABL Stone Chocolate Natural Flat River Pebbles Silicone Mold Flexible and Reusable Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Cratial curve LLP, India. Made in India	0723ZB1BM5C	I8-RTBP-XNTM	159	2	2022-07-23 14:40:57 IST		y	1			11				B0B7DX6NY7						B0B7DX6NY7			0	DEFAULT		Active	300.0
AGL Lord Shiva ma Parvati Idol Sculpture Temple Silicone Mold Shiva Linga Temple Mould	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0201Z9XHT95	IA-CP11-8PE7	580	1	2022-02-01 12:59:32 IST		y	1			11				B09RMPD7CH						B09RMPD7CH			0	DEFAULT		Active	1000.0
AMB Window Cake Border Silicone Molds Door Fondant Cake Decorating Tools Cupcake Chocolate Mold		1111YTFHSH6	IG-U9Q8-YGKQ	295	4	2021-11-11 15:18:32 IST		y	1			11				B08SVQ7D5H						B08SVQ7D5H			0	DEFAULT		Active	500.0
AIX Branches Cake Border Silicone Molds Tree Cupcake Fondant Cake Decorating Tools Chocolate Gumpaste Candy Clay Mould		1108YN5ZN3B	IH-LO3T-4F6H	165	3	2021-11-08 19:37:55 IST		y	1			11				B08SQZD6MQ						B08SQZD6MQ			0	DEFAULT		Active	400.0
ANLHeart Shaped soap Mold, Silicone DIY Art Mould Multipurpose Clay, Resin, Sugar, Cement Craft Project		1109YP7Q9EC	IK-9SRW-DRKT	345	3	2021-11-09 18:26:23 IST		y	1			11				B07LBBJ98M						B07LBBJ98M			0	DEFAULT		Active	600.0
AKA Window Silicone Mold DIY Frame Cake Border Fondant Mold Cake Decorating Tools Candy Clay Chocolate Gumpaste Molds		1111YTQBRDS	IN-SDWV-SZ82	165	3	2021-11-11 17:53:51 IST		y	1			11				B0825RQBYZ						B0825RQBYZ			0	DEFAULT		Active	400.0
7horse® 3D Rose-Shape Silicone Rubber Fondant Baking Mold Baking Tool for Chocolate Handmade DIY Cake Decoration, Polymer Clay and Crafting		1111YTU9V51	IX-6ZZX-LDUZ	680	2	2021-11-11 18:40:50 IST		y	1			11				B09J1NN5VG						B09J1NN5VG			0	DEFAULT		Active	1000.0
AJT Cake Tool Coral Sea Silicone Mold Cake Mould Fondant Tools Sugarcraft Decorating Mold Cupcake		1105YJ2KB9W	J0-66EK-A5HY	162	4	2021-11-05 18:00:10 IST		y	1			11				B08SR5F415						B08SR5F415			0	DEFAULT		Active	300.0
ANV Handmade Candle Making Form DIY Mould 3D Small Gift Box Silicone Mold Soap DIY Candle Mould	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Cratial curve LLP, India. Made in India	0507YLC9J5J	J9-ZZ1Q-LUBB	329	2	2021-05-07 16:55:12 IST		y	1			11				B094DFS7Z2						B094DFS7Z2			0	DEFAULT		Active	500.0
APU Child in Hand Silicone Mold for DIY Handmade Baby on Palm Pattern Frame Fondant Mold Clay soap Candle Cake Decorating Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0426ZICLYI8	JF-ILDC-BLND	195	2	2022-04-26 19:04:29 IST		y	1			11				B09YVJ9318						B09YVJ9318			0	DEFAULT		Active	350.0
ANB Sea Shell Mold Water shanq XL 7.5 cm Length Natural Design Mould		1105YJ4TZSI	JY-1NQL-70Q0	399	3	2021-11-05 19:05:41 IST		y	1			11				B08FG7LT3K						B08FG7LT3K			0	DEFAULT		Active	700.0
AAT Skull Resin Mold, 3D Skull Candle Mold for Resin Casting, Skeleton Skull Decor Mold for Candle Making, Concrete, Candle, Halloween Party Supplies, Home Decor	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0401ZBACFF2	K0-WZXN-BXB2	499	1	2022-04-01 19:18:38 IST		y	1			11				B09X1XQ2T5						B09X1XQ2T5			0	DEFAULT		Active	1000.0
AWF Ek Onkar Symbol Decorative gurumukhi Silicone Mold	धार्मिक पंजाबी भगवान Ik Onkar Sikh Symbol/Ek onkar की मूर्ति हस्तशिल्प प्रतिमा घर का कमरा ऑफिस मंदिर मूर्ति कार डैशबोर्ड डेकॉर शोपीस गिफ्ट आइटम 100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1229YX519DY	K8-LSF1-2878	250	1	2021-12-29 18:02:13 IST		y	1			11				B09PF2BXLL						B09PF2BXLL			0	DEFAULT		Active	400.0
ACF 3D Smiling Buddha Silicone Mould DIY Resin Cement Candle Chocolate Decorate Tool Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1028Y4ISBCB	KB-VVEO-3V3J	599	2	2021-10-28 14:18:09 IST		y	1			11				B09KLRP18R						B09KLRP18R			0	DEFAULT		Active	1200.0
CRAFTIAL CURVE AHO Palm Leaf Candle Mold,Pillar Candle Mold,Geometric Line Candle Mold,Silicone Candle Mold,Soy Wax Candle Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1117Y4T3W7A	KC-6F5Z-2SHH	1700	1	2021-11-17 19:19:26 IST		y	1			11				B09M4768N7						B09M4768N7			0	DEFAULT		Active	3000.0
RETAIL SUPPLIES AFT Round Patti Tree Leaf Silicon Mould		1110YR5MECM	KF-5C4W-A8RH	358	2	2021-11-10 14:08:54 IST		y	1			11				B08GY8914F						B08GY8914F			0	DEFAULT		Active	600.0
ALM Border Pattern Silicone Mold DIY soap Chocolate Resin Cement Flexible and Reusable Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0720YQ4PK0D	KM-AMX0-M377	220	1	2021-07-20 17:01:06 IST		y	1			11				B099X1R47P						B099X1R47P			0	DEFAULT		Active	400.0
ALF Jasmine Champa Flower Silicone Mold Baby Birthday Party Cake Decorating Tools Resin Fimo Fondant Molds	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of vaseline or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Cratial curve LLP, India. Made in India	0223YABXTE8	KN-G69H-1HLI	199	3	2021-02-23 18:19:51 IST		y	1			11				B0822V364R						B0822V364R			0	DEFAULT		Active	400.0
AFA boy Angel and Frame DIY Resin Clay Sugarcraft Mold Fondant Silicone Mold for Baby Birthday Cake Decorating Tools	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0628ZSKGULT	KS-OSFU-8ERZ	1149	2	2022-06-28 19:37:03 IST		y	1			11				B0B59X3S3G						B0B59X3S3G			0	DEFAULT		Active	1500.0
ANF Palm Buddha Pattern Silicone Mold DIY Resin Cement Flexible and Reusable Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0719YOAUG23	KW-XWJP-8LMA	349	1	2021-07-19 19:54:42 IST		y	1			11				B099SD7FJ3						B099SD7FJ3			0	DEFAULT		Active	600.0
RETAIL SUPPLIES IndoSilico Silicone Baby Mold, DIY Art Mould Multipurpose Wax, Clay, Resin, Sugar, Cement, soap Craft Project		1108YN3QP9C	KY-IGB1-CX8M	570	3	2021-11-08 19:01:43 IST		y	1			11				B07LC1SSWF						B07LC1SSWF			0	DEFAULT		Active	1000.0
AIT Horse Carriage Silicone Fondant Mold Romantic Sugarcraft Wedding Cake Decorating Gum Paste Tools Candy Chocolate Polymer Clay Mould		1111YTAE8A6	L4-BR29-3A8F	499	2	2021-11-11 15:12:20 IST		y	1			11				B08SBN6575						B08SBN6575			0	DEFAULT		Active	700.0
AEG Xmas Shoes Santa Christmas Gifts Shoes Mold, for Resin and Polymer Clay Cake Decoration Mould, Cake Decoration, Chocolate, Silicone Mold, Gumpaste Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1021ZH2JVYE	L8-YIVG-3N68	299	2	2022-10-21 20:05:39 IST		y	1			11				B0BK23XGYM						B0BK23XGYM			0	DEFAULT		Active	500.0
APA 3D Flower Silicone Mold Fondant Cake Decorating Chocolate Sugarcraft Mould		1111YT5T9YR	L9-W8TO-R2J0	228	3	2021-11-11 12:46:29 IST		y	1			11				B0824XJ2HM						B0824XJ2HM			0	DEFAULT		Active	400.0
CRAFTIAL CURVE AHW Cake Decoration Bread Macron Silicone Mold Sweet Dessert Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	0429ZOUMB4M	LM-PQ2L-CHL4	250	2	2022-04-29 18:05:50 IST		y	1			11				B09Z6XNFCB						B09Z6XNFCB			0	DEFAULT		Active	400.0
ANW Angel Morning Glory Mould Craft Art Silicone 3D Soap Mold Craft Molds DIY Handmade Candle Mold		1111YTP4MCK	LO-IYMN-B3O3	599	2	2021-11-11 17:52:50 IST		y	1			11				B07YCM6H33						B07YCM6H33			0	DEFAULT		Active	1000.0
ANZ Peacock Relief Silicone Molds DIY Baby Birthday Cake Decorating Tools Feather Fondant Mold Candy Clay Chocolate Gumpaste Mould	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of vaseline or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Cratial curve LLP, India. Made in India	0310YQHYE6H	M4-6P6D-V0QS	129	3	2021-03-10 17:25:51 IST		y	1			11				B08411BG1S						B08411BG1S			0	DEFAULT		Active	250.0
